"last_name, first_name","player_id","year","player_age","pa","ab","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","p_win","p_loss","p_era","p_hit_into_play","xslg","woba","xwoba","xiso","avg_swing_speed","fast_swing_rate","exit_velocity_avg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","groundballs_percent","flyballs_percent","n_ff_formatted","n_sl_formatted","n_ch_formatted","n_cu_formatted","n_si_formatted","n_fc_formatted","n_fs_formatted","n_st_formatted","n_sv_formatted","n_fo_formatted","n_sc_formatted","n_fastball_formatted","n_breaking_formatted"
"Baz, Shane",669358,2025,26,711,633,158,95,36,1,26,176,64,24.8,9,".250",".433",".325","0.758","0.183",".303","10","12","4.87","462",".386",".330",".306",".157","71.8",24.9,"89",32.3,9.5,39.4,"77.845062957","94.260697",25.8,49.2,47,22.7,"43.9","3","11.4","26.9",,"14.7",,,,,,"58.6","29.9"
"Wrobleski, Justin",680736,2025,24,280,255,65,45,14,0,6,76,17,27.1,6.1,".255",".380",".306","0.686","0.125",".335","5","5","4.32","184",".359",".299",".289",".115","71.4",21.8,"92",30.4,3.8,47.8,"81.742858778","95.696025111",24.6,50.6,51.1,19.6,"28.6","24.8","3.3","8.6","20.6","14.1",,,,,,"63.3","33.4"
"Gausman, Kevin",592332,2025,34,775,716,155,98,34,2,21,189,50,24.4,6.5,".216",".358",".269","0.627","0.142",".263","10","11","3.59","531",".407",".273",".301",".169","72.4",28.5,"89.3",35,8.5,41.4,"78.114323042","94.522007833",26.4,51.6,37.3,29.8,"53.7","8.8",,,"0.1",,"37.4",,,,,"53.8","8.8"
"Kelly, Merrill",518876,2025,36,748,696,157,96,35,3,23,167,48,22.3,6.4,".226",".384",".277","0.661","0.158",".264","12","9","3.52","531",".431",".288",".316",".181","72.7",33.1,"90.2",32.4,9.2,43.5,"79.116163359","94.908594218",24.1,49.3,43.7,25.8,"23.2","7","27.1","9.7","12.9","20.2",,,,,,"56.3","16.7"
"Helsley, Ryan",664854,2025,30,252,222,61,41,12,0,8,63,25,25,9.9,".275",".437",".347","0.784","0.162",".344","3","4","4.50","163",".395",".336",".310",".153","71",21.5,"91",37.4,7.4,41.7,"81.211436543","94.813928199",29.5,53,45.4,23.9,"45.5","47.4",,"5.8",,"1.3",,,,,,"46.8","53.2"
"Leiter, Jack",683004,2025,25,646,571,127,84,25,0,18,148,67,22.9,10.4,".222",".361",".309","0.670","0.139",".268","10","10","3.86","426",".427",".298",".326",".192","72.3",26.9,"90.5",33.8,10.8,43.9,"80.051937028","94.832958467",24.3,47.8,37.8,30,"38.8","23.3","16.5","9.4","12",,,,,,,"50.8","32.8"
"Woodruff, Brandon",605540,2025,32,257,239,45,29,7,0,9,83,14,32.3,5.4,".188",".331",".242","0.573","0.143",".245","7","2","3.20","156",".299",".252",".233",".128","71.9",24.6,"87.9",28.8,7.1,35.9,"76.785361154","93.594377821",27.9,50.5,34,33.3,"30.8",,"17.6","3.7","30.9","15.7",,"1.2",,,,"77.4","5"
"Luzardo, Jesús",666200,2025,27,758,696,167,118,33,0,16,216,57,28.5,7.5,".240",".356",".299","0.655","0.116",".324","15","7","3.92","482",".355",".290",".285",".127","71.8",23.7,"88.5",34.2,6.6,37.1,"77.489938987","93.779297426",30.8,47.8,42.7,25.3,"33.3","7.7","17.3",,"10.8",,,"31",,,,"44","38.7"
"Hill, Tim",657612,2025,35,269,251,58,41,9,0,8,37,16,13.8,5.9,".231",".363",".276","0.639","0.132",".242","4","4","3.09","215",".384",".274",".288",".143","71.9",26.7,"90",21.4,7.9,45.1,"78.716354906","95.046864739",16.4,54.2,64.2,18.1,"13.5",,,,"82.2","4.3",,,,,,"100",
"Sousa, Bennett",656986,2025,30,199,181,37,22,11,0,4,59,15,29.6,7.5,".204",".331",".263","0.594","0.127",".275","5","1","2.84","125",".335",".261",".266",".136","72.2",27.3,"89.1",32.8,8,36.8,"77.989110968","94.230850081",36.8,53,39.2,28,"40.5","58.1",,,"1.4",,,,,,,"41.9","58.1"
"Snell, Blake",605483,2025,32,254,222,51,38,10,0,3,72,26,28.3,10.2,".230",".315",".307","0.622","0.085",".320","5","4","2.35","156",".322",".278",".283",".098","72.1",30.9,"86.2",35.3,5.8,34,"73.401030133","93.530650537",35.6,47.3,50.6,17.9,"43.6","11.1","23.6","21.7",,,,,,,,"43.6","32.8"
"Alexander, Tyler",641302,2025,30,423,386,107,78,17,3,9,82,30,19.4,7.1,".277",".407",".331","0.738","0.130",".330","5","14","4.98","308",".438",".318",".332",".158","71.3",22.5,"88.5",37.3,5.8,39.6,"77.131036107","94.163849394",21.5,48.8,35.7,29.2,"26.1",,"16",,"18.4","17.1",,"22.4",,,,"61.6","22.4"
"Svanson, Matt",694335,2025,26,234,206,33,23,5,2,3,68,20,29.1,8.5,".160",".248",".244","0.492","0.088",".216","4","0","1.94","142",".337",".225",".275",".136","70.8",17.5,"89.1",39.4,8.5,35.9,"78.330131857","94.20207",23.1,44.1,43,24.6,"1.3",,,,"47.4","16.4",,"34.9",,,,"65.1","34.9"
"Williams, Trevor",592866,2025,33,373,342,106,74,18,3,11,65,21,17.4,5.6,".310",".477",".347","0.824","0.167",".348","3","10","6.21","285",".435",".352",".330",".158","71.9",24.2,"90",39.6,8.4,40.7,"79.796024317","94.332743633",19.8,46.7,35.1,30.5,"42.3","8.8","12.8",,"8.6",,,"27.5",,,,"50.9","36.3"
"Brown, Ben",676962,2025,25,472,433,121,80,19,4,18,121,32,25.6,6.8,".279",".467",".333","0.800","0.188",".348","5","8","5.92","315",".451",".345",".329",".197","71.9",26.6,"92.4",36.8,11.4,47.3,"82.826186581","95.598631097",28.3,47.9,42.9,26.7,"55.6",,"4.5","39.9",,,,,,,,"55.6","39.9"
"Birdsong, Hayden",806185,2025,23,298,252,61,37,12,2,10,68,37,22.8,12.4,".242",".425",".347","0.772","0.183",".288","4","4","4.80","188",".420",".338",".334",".193","72",26,"89.8",36.2,9.6,46.8,"79.24058734","94.684951497",28.4,43.7,34,30.3,"44.1","24.4","16.8","13",,,,,"1.7",,,"44.1","39"
"Bazardo, Eduard",660825,2025,29,313,280,53,38,5,1,9,82,27,26.2,8.6,".189",".311",".262","0.573","0.122",".228","5","0","2.52","202",".359",".252",".285",".153","71.5",21.7,"88.5",32.7,9.4,37.1,"77.733708515","93.734075347",19.4,42.9,38.6,30.7,"14.3",,,,"40.6","0.2","2","42.8",,,,"55.1","42.8"
"Canning, Griffin",656288,2025,29,327,292,70,51,10,1,8,70,34,21.4,10.4,".240",".363",".319","0.682","0.123",".290","7","3","3.77","223",".435",".303",".334",".182","72.4",28.7,"91.2",31.8,9.4,45.7,"81.002928257","95.23954656",25.5,45.8,51.6,22,"35.1","30.6","23.2","6.5",,"3.7",,"0.9",,,,"38.8","38"
"Kerkering, Orion",689147,2025,24,266,231,55,38,11,0,6,65,27,24.4,10.2,".238",".364",".323","0.687","0.126",".299","8","4","3.30","170",".353",".300",".298",".125","71.8",23.9,"85.9",36.5,6.5,33.5,"73.900155357","93.028676407",23.7,42.9,43.5,25.3,"33.2",,,,"18.8",,,"48",,,,"52","48"
"Suarez, Robert",663158,2025,34,269,249,47,34,6,1,6,75,16,27.9,5.9,".189",".293",".243","0.536","0.104",".243","4","6","2.97","176",".402",".235",".298",".166","71.5",22.9,"90.5",37.5,9.1,42.6,"80.061594023","95.062653121",24,54.3,36.9,26.7,"63.4",,"23.9",,"12.5","0.2",,,,,,"76.1",
"Misiorowski, Jacob",694819,2025,23,272,239,51,33,9,1,8,87,30,32,11,".213",".360",".309","0.669","0.147",".299","5","3","4.36","152",".345",".298",".288",".143","71.8",22.9,"89",40.8,7.9,37.5,"79.236436579","93.62802596",29.7,49.8,34.9,28.3,"55.2","24.3","5.9","14.6",,,,,,,,"55.2","38.9"
"Cabrera, Edward",665795,2025,27,581,519,121,80,24,0,17,150,48,25.8,8.3,".233",".378",".309","0.687","0.145",".293","8","7","3.53","373",".394",".303",".312",".156","72",26,"90.3",31.1,8.6,46.4,"79.023723514","95.170167541",29.4,45.1,47.5,24.7,"13","17.3","25.8","23.6","20.4",,,,,,,"33.4","40.9"
"Kolek, Stephen",663568,2025,28,461,417,98,74,13,2,9,77,31,16.7,6.7,".235",".341",".296","0.637","0.106",".264","5","7","3.51","346",".407",".280",".321",".146","72",26.2,"91.1",32.9,6.1,48,"80.278387602","95.430454825",17.7,46.8,51.7,22.3,"25.6","16.5","11.6","0.1","24.1","15.2",,"6.9",,,,"64.9","23.5"
"May, Dustin",669160,2025,27,584,510,132,84,21,6,21,123,56,21.1,9.6,".259",".447",".344","0.791","0.188",".300","7","11","4.96","393",".451",".342",".349",".191","72.3",28.9,"90.6",34.9,9.2,44.5,"79.491363897","95.163508072",20,45.3,42.7,26.2,"16.6",,"0.8",,"33.6","9.7",,"39.3",,,,"59.9","39.3"
"Fisher, Braydon",680755,2025,24,202,177,32,22,6,0,4,62,19,30.7,9.4,".181",".282",".269","0.551","0.101",".248","7","0","2.70","118",".351",".248",".285",".144","71.2",18,"88.1",29.7,7.6,36.4,"77.140296441","93.774442137",29.9,43.6,36.4,33.1,"22.1","38.3",,"36.6",,"3",,,,,,"25.1","74.9"
"Rodriguez, Eduardo",593958,2025,32,694,623,178,113,37,3,25,143,60,20.6,8.6,".286",".475",".347","0.822","0.189",".333","9","9","5.02","489",".431",".353",".328",".172","72",27.1,"88.2",35.8,8.2,35.2,"76.814734292","93.89951643",23,47.1,38.9,23.9,"46.6","3.8","20.5","4.7","8.8","15.6",,,,,,"71","8.5"
"Skenes, Paul",694973,2025,23,733,684,136,86,37,2,11,216,42,29.5,5.7,".199",".307",".251","0.558","0.108",".273","10","10","1.97","469",".321",".247",".255",".119","71.2",20.4,"87.6",29.4,5.8,40.1,"75.47852","93.884708556",30.1,49.6,44.6,24.9,"38.9","5.6","10.9","4.8","10.4",,"13.5","15.8",,,,"49.3","26.3"
"Little, Brendon",663893,2025,28,295,245,48,35,9,2,2,91,45,30.8,15.3,".196",".273",".323","0.596","0.077",".299","4","2","3.03","157",".291",".273",".286",".097","72.7",35.2,"89.7",30.6,6.4,47.1,"78.031955513","95.180069677",43.5,40.6,59.9,14,,,,"46","46.1","7.8",,,,,,"54","46"
"Pallante, Andre",669467,2025,26,715,640,173,116,32,4,21,111,62,15.5,8.7,".270",".431",".337","0.768","0.161",".296","6","15","5.31","537",".402",".334",".321",".144","71.7",21.1,"89.2",28.7,6.5,39.9,"77.928687634","94.458794676",22.3,45.9,59.9,18.1,"44.1","28.5",,"14","13.3",,,"0.1",,,,"57.4","42.6"
"Kikuchi, Yusei",579328,2025,34,772,689,180,120,35,1,24,174,74,22.5,9.6,".261",".419",".333","0.752","0.158",".314","7","11","3.99","521",".428",".327",".327",".178","72.5",30.2,"91",34.2,9.4,42.2,"80.679269806","95.007564466",23.6,48.3,40.3,27.6,"34.9","36.2","12.2","15.4","1.1",,,"0.2",,,,"36","51.8"
"Cleavinger, Garrett",664076,2025,31,243,217,40,25,5,1,9,82,18,33.7,7.4,".184",".341",".267","0.608","0.157",".244","2","6","2.35","136",".333",".271",".281",".128","72",27.1,"88.8",34.6,5.9,41.2,"76.393978485","94.963080076",36,49.5,47.1,27.9,"12","38.8",,,"37.2","1.7",,"10.3",,,,"50.9","49.1"
"Pivetta, Nick",601713,2025,32,721,660,129,86,19,2,22,190,50,26.4,6.9,".195",".330",".253","0.583","0.135",".236","13","5","2.87","478",".424",".256",".310",".196","71.8",23.7,"90.3",36.4,10.9,45,"79.736148771","94.701402267",24.6,47.7,34.1,33.3,"47.4","0.5",,"22.4","2.3","8.8","0.2","18.6",,,,"58.4","41.4"
"Lauer, Eric",641778,2025,30,426,396,90,51,22,2,15,102,26,23.9,6.1,".227",".407",".278","0.685","0.180",".268","9","2","3.18","296",".419",".295",".306",".179","72.1",23.9,"90.6",38.5,8.1,41.9,"81.159901438","94.514243505",23.7,48.7,29.7,34.8,"46.5","10.6","8","14.4","0.1","20.5",,,,,,"67","25"
"Bernardino, Brennan",657514,2025,33,225,190,39,30,8,0,1,43,27,19.1,12,".205",".263",".309","0.572","0.058",".255","4","3","3.14","151",".326",".256",".287",".115","71.6",25.4,"87.6",28.5,7.3,35.8,"75.546172973","93.832306486",19.3,43.6,50.3,21.9,"0.2","4.1","12.5","26.3","44.5","12.4",,,,,,"57.1","30.4"
"Soroka, Michael",647336,2025,27,379,334,72,44,15,1,12,95,29,25.1,7.7,".216",".374",".306","0.680","0.158",".263","3","8","4.52","240",".351",".302",".293",".142","71.8",23.6,"89.2",27.5,6.7,40.4,"78.414330168","94.280573361",23.7,45.5,44.2,29.2,"45.4",,"10.1",,"9.7",,,,"34.8",,,"55.1","34.8"
"Lorenzen, Michael",547179,2025,33,606,557,149,90,30,4,25,127,39,21,6.4,".268",".470",".320","0.790","0.202",".303","7","11","4.64","434",".451",".339",".331",".191","71.9",26.1,"89.3",36.6,8.8,39.2,"78.770731389","94.056205903",23.4,48.1,39.2,27.2,"22","11.9","17.3","11.3","18","10.8",,"8.6",,,,"50.9","31.8"
"Wilson, Steven",621051,2025,30,241,209,50,36,7,0,7,51,22,21.2,9.1,".239",".373",".311","0.684","0.134",".272","2","2","3.42","165",".382",".296",".302",".145","71.4",20.1,"89.6",35.2,5.5,36.4,"80.504456627","93.533160485",24.8,47.6,26.1,36.4,"33.4",,"7.3",,,"1",,"58.3",,,,"34.4","58.3"
"García, Luis",472610,2025,38,233,203,55,36,15,2,2,48,26,20.6,11.2,".271",".394",".351","0.745","0.123",".342","2","2","3.42","159",".419",".320",".327",".156","71.3",21.2,"90.8",35.8,7.5,48.4,"79.68230641","95.325510256",24.1,48.7,49.7,18.2,"1.9",,,,"42.1",,"22.3","33.7",,,,"44","33.7"
"Singer, Brady",663903,2025,28,716,631,150,89,36,6,19,163,60,22.8,8.4,".238",".404",".314","0.718","0.166",".286","14","12","4.03","479",".410",".313",".320",".166","72.1",26.5,"90.3",36.3,9.4,40.7,"79.955468025","94.544913495",24,44.4,39.7,28.4,"10.7","28.4",,,"40.6","9.3",,"11.1",,,,"60.5","39.5"
"Vest, Will",676684,2025,30,284,259,61,47,8,2,4,75,22,26.4,7.7,".236",".328",".297","0.625","0.092",".315","6","5","3.01","186",".315",".277",".266",".098","70.8",19.4,"88.8",24.7,4.3,41.4,"77.537494891","94.149179946",26.7,48,58.1,18.3,"52.4","23.8","7",,"16.7",,,,,,,"69.1","23.8"
"Brown, Hunter",686613,2025,26,729,661,133,93,20,3,17,206,57,28.3,7.8,".201",".318",".271","0.589","0.117",".264","12","9","2.43","459",".339",".262",".277",".122","71.8",25.6,"86.1",31.4,5.9,32.2,"73.816626184","93.243178596",27.8,44.8,48.1,23.3,"37.4","4.4","12","17.9","22.7","5.5",,,,,,"65.7","22.3"
"Baker, Bryan",641329,2025,30,274,255,59,35,9,2,13,83,17,30.3,6.2,".231",".435",".278","0.713","0.204",".287","4","4","4.06","174",".447",".306",".311",".215","71.4",22.6,"90.6",35.1,12.6,48.3,"79.631394483","95.34969185",29.1,51.1,37.9,28.2,"47.2","25","27.9",,,,,,,,,"47.2","25"
"Kershaw, Clayton",477132,2025,37,463,420,102,70,22,2,8,84,35,18.1,7.6,".243",".362",".302","0.664","0.119",".283","11","2","3.36","342",".378",".292",".303",".128","73",37,"89.7",31.3,4.1,42.1,"78.924767294","94.516163835",24.3,45.3,48.2,22.2,"34.4","41.3",,"17.9","0.7",,"5.5",,,,,"35.2","59.3"
"Verlander, Justin",434378,2025,42,662,595,155,97,41,1,16,137,52,20.7,7.9,".261",".413",".323","0.736","0.152",".310","4","11","3.85","467",".419",".320",".319",".168","71.6",23.7,"88.6",37.3,8.1,37,"77.701988918","93.938797983",24.8,48.8,35.5,30,"45.3","23.3","8.5","14.6","0.4",,,"7.9",,,,"45.7","45.8"
"Díaz, Edwin",621242,2025,31,258,225,37,27,6,0,4,98,21,38,8.1,".164",".244",".258","0.502","0.080",".264","6","3","1.63","131",".264",".234",".247",".094","71.4",23.4,"88.5",32.8,4.6,39.7,"77.057612969","94.369810156",41.5,47.6,48.1,23.7,"52.6","47.3","0.1",,,,,,,,,"52.6","47.3"
"Festa, David",701581,2025,25,229,204,49,32,7,0,10,53,19,23.1,8.3,".240",".422",".316","0.738","0.182",".275","3","4","5.40","153",".465",".322",".339",".222","72.3",25.1,"90.4",34,11.8,40.5,"79.851768158","95.067738344",27.4,51.2,36.6,34,"31.5","26.8","29",,"12.7",,,,,,,"44.2","26.8"
"Sterner, Justin",686993,2025,28,266,234,47,32,5,0,10,70,21,26.3,7.9,".201",".350",".283","0.633","0.149",".236","4","3","3.18","167",".366",".278",".285",".163","71.4",21.3,"89.8",33.5,9.6,38.9,"79.729549881","94.196491916",30.8,50,29.9,34.1,"52.2",,,,,"32.1",,"15.7",,,,"84.3","15.7"
"Speier, Gabe",642100,2025,30,243,224,43,25,11,2,5,82,11,33.7,4.5,".192",".326",".243","0.569","0.134",".271","4","3","2.61","145",".311",".247",".247",".123","71.5",23.9,"89.7",26.9,9,40.7,"78.689063472","94.681682168",30.9,52,40,34.5,"44.7","25.7",,,"29.5",,,,,,,"74.3","25.7"
"Corbin, Patrick",571578,2025,35,663,602,161,107,31,2,21,131,51,19.8,7.7,".267",".430",".326","0.756","0.163",".308","7","11","4.40","478",".439",".328",".336",".171","72.4",29.9,"89.2",34.7,8.4,40.4,"78.287246481","94.301912618",26.9,46.3,41,27.4,"2.7","33.5","9.4","0.6","28.9","25",,,,,,"56.5","34.1"
"Hancock, Emerson",676106,2025,26,385,346,93,62,16,0,15,64,31,16.6,8.1,".269",".445",".336","0.781","0.176",".290","4","5","4.90","285",".468",".339",".358",".178","72.1",26.8,"89",35.4,7.7,42.5,"77.615179437","94.459962923",20.3,49.6,43.9,25.3,"26.8","11.4","20.4",,"38","0.1",,"3.2",,,,"64.9","14.6"
"Anderson, Grant",681982,2025,28,299,264,59,42,8,1,8,74,29,24.7,9.7,".223",".352",".303","0.655","0.129",".277","2","6","3.23","194",".360",".287",".300",".117","71.3",21.5,"88.8",32,5.2,38.1,"77.310534149","94.255863351",30.9,48.1,42.8,25.8,"33.2",,"4.1",,"24.8",,,"37.8",,,,"58","37.8"
"Horton, Cade",690990,2025,23,476,433,95,67,17,1,10,97,33,20.4,6.9,".219",".333",".282","0.615","0.114",".258","11","4","2.67","340",".406",".273",".306",".170","72",25.5,"89.7",33.3,10,41.3,"79.154849053","94.451553027",25.8,48.6,42.8,29.2,"50.3","0.1","12.8","9.7","5.5",,,"21.6",,,,"55.8","31.5"
"Phillips, Tyler",663969,2025,27,313,287,65,46,10,1,8,52,24,16.6,7.7,".226",".352",".291","0.643","0.126",".251","2","1","2.78","235",".370",".284",".298",".131","72.1",25.2,"89.2",26,5.1,43.4,"77.404647949","94.783240429",27.3,47.9,55.7,20.9,"8.9",,,"23.1","31.4","0.4","13.6","22.5",,,,"40.8","45.6"
"Liberatore, Matthew",669461,2025,25,648,593,158,105,32,2,19,122,40,18.8,6.2,".266",".423",".313","0.736","0.157",".302","8","12","4.21","482",".465",".318",".340",".192","72.1",26.2,"90.6",36.3,10.6,41.1,"80.506174473","94.74102241",20.2,48.2,39,27.4,"28.7","21.2","12.2","15.8","11.8","10.4",,,,,,"50.8","37"
"Roupp, Landen",694738,2025,26,476,422,113,79,23,0,11,102,45,21.4,9.5,".268",".400",".340","0.740","0.132",".326","7","7","3.80","326",".408",".325",".319",".161","71.8",24.9,"88.4",36.5,8.9,36.5,"76.827210559","94.175041433",25.2,43.8,46,24.2,"0.7",,"17.1","35.7","39.9","6.7",,,,,,"47.3","35.7"
"Rogers, Taylor",573124,2025,34,221,190,47,26,13,1,7,53,23,24,10.4,".247",".437",".332","0.769","0.190",".299","3","2","3.38","142",".406",".329",".316",".175","71.4",21.6,"90.1",34.5,9.9,44.4,"78.819542143","94.992561511",23.2,44.3,41.5,22.5,,,,,"49.1",,,"50.9",,,,"49.1","50.9"
"Castillo, Luis",622491,2025,32,745,689,168,108,34,3,23,162,46,21.7,6.2,".244",".402",".297","0.699","0.158",".286","11","8","3.54","530",".418",".304",".312",".173","71.5",21.8,"90.3",32.1,10.4,46.4,"79.249648523","95.089940152",24.6,51.6,41.1,28.7,"46.3","20.4","11.4",,"22",,,,,,,"68.2","20.4"
"Hurter, Brant",676428,2025,26,277,236,57,45,8,0,4,68,27,24.5,9.7,".242",".326",".345","0.671","0.084",".321","4","3","2.43","171",".327",".303",".297",".100","71.1",19.4,"87.7",32.2,3.5,36.8,"76.585990361","93.552781024",26,44.2,50.9,19.9,"5.3",,"10.6",,"52.5",,,"31.6",,,,"57.8","31.6"
"Keller, Mitch",656605,2025,29,749,686,171,108,40,2,21,150,51,20,6.8,".249",".405",".310","0.715","0.156",".291","6","15","4.19","537",".430",".313",".326",".171","71.5",21.8,"90.1",34.6,7.8,43.8,"79.4512197","94.723694728",20.6,48.5,44.3,24.4,"34.8","14","7","7.3","17.8","0.1",,"19.1",,,,"52.7","40.3"
"Valdez, Framber",664285,2025,31,802,717,171,119,33,4,15,187,68,23.3,8.5,".238",".358",".308","0.666","0.120",".299","13","11","3.66","540",".370",".295",".303",".129","72.3",26.4,"90.8",28.1,6.7,46.3,"79.964667978","95.300987092",26.6,47.3,59.4,16.5,"0.2","3.1","17.9","33.1","45.7",,,,,,,"45.9","36.3"
"Allard, Kolby",663465,2025,27,266,245,64,45,13,1,5,42,14,15.8,5.3,".261",".384",".300","0.684","0.123",".294","2","2","2.63","209",".391",".293",".286",".150","71.8",23.8,"88.2",34.4,5.7,35.9,"77.493502039","93.650984049",19.6,49.5,38.3,26.3,"38.9",,"20","13.2","8.6","19.3",,,,,,"66.8","13.2"
"Glasnow, Tyler",607192,2025,31,366,316,56,34,12,0,10,106,43,29,11.7,".177",".310",".279","0.589","0.133",".225","4","3","3.19","214",".324",".266",".285",".121","71.5",24.7,"88.2",33.2,7.9,37.4,"77.428044393","93.680485164",28.2,42.4,44.4,28.5,"36.3","22.1",,"21.9","19.7",,,,,,,"56","44"
"Bivens, Spencer",702352,2025,31,343,309,83,57,15,5,6,61,25,17.8,7.3,".269",".408",".331","0.739","0.139",".316","4","3","4.00","252",".395",".322",".314",".148","71.6",23.2,"87.5",28.6,7.1,37.3,"75.871326855","93.556352177",17,49.1,52.8,20.6,"6.3",,"15.3",,"37.6","27.2",,"8.3","5.3",,,"71","13.7"
"Bubic, Kris",663460,2025,27,476,431,98,68,21,3,6,116,39,24.4,8.2,".227",".332",".294","0.626","0.105",".295","8","7","2.55","318",".333",".277",".278",".112","72",26.9,"87.6",32.1,6.6,39.3,"75.386163962","93.984739716",28.8,49.2,46.5,19.8,"38.1","13.5","21.1",,"6.5",,,"20.8",,,,"44.6","34.3"
"Gore, MacKenzie",669022,2025,26,679,602,152,103,28,1,20,185,63,27.2,9.3,".252",".402",".325","0.727","0.150",".327","5","15","4.17","426",".415",".318",".322",".174","71.4",23.5,"90.4",35.9,10.6,44.1,"79.811918815","94.95579848",29.7,49.4,38.5,31.5,"49.3","12","10.3","24",,"4.5",,,,,,"53.8","35.9"
"Leasure, Jordan",673929,2025,26,269,237,49,22,14,1,12,81,30,30.1,11.2,".207",".426",".297","0.723","0.219",".255","5","6","3.92","157",".348",".312",".279",".158","71.6",22.9,"89.1",36.9,10.8,37.6,"78.435208846","94.011580968",31.9,48.8,28.7,31.8,"53.5","42.5",,,"1.2",,"2.7",,,,,"54.8","42.5"
"Ragans, Cole",666142,2025,27,257,232,53,32,13,1,7,98,20,38.1,7.8,".228",".384",".293","0.677","0.156",".357","3","3","4.67","137",".321",".295",".256",".135","71.5",21.5,"88.4",32.1,9.5,39.4,"76.571539706","94.275790368",34.8,49.6,37.2,27,"49.5","13.8","19.2","12.8",,"4.7",,,,,,"54.2","26.6"
"Holmes, Grant",656550,2025,29,492,426,100,68,15,1,16,123,54,25,11,".235",".387",".328","0.715","0.152",".289","4","9","3.99","308",".414",".316",".329",".174","72.1",25.4,"90.1",36.4,10.1,41.9,"79.629241184","94.661142401",29.7,48.3,45.8,27.6,"32.6","35.7","1.2","15.2","0.1","15.1",,,,,,"47.9","51"
"Wentz, Joey",666214,2025,27,442,393,110,80,15,4,11,92,43,20.8,9.7,".280",".422",".348","0.770","0.142",".336","5","7","5.60","306",".421",".334",".329",".164","71.8",23.3,"90.5",36.3,9.5,42.8,"80.603843974","94.649886954",23.5,49.2,38.2,27.5,"44.1","25.5","3.5","17.8",,"9.2",,,,,,"53.3","43.3"
"Sánchez, Cristopher",650911,2025,28,807,754,171,124,35,0,12,212,44,26.3,5.5,".227",".321",".275","0.596","0.094",".299","13","5","2.50","545",".345",".264",".272",".120","72",26.9,"89",27,5.7,39.8,"77.436793852","94.392001148",30.4,49.5,58.5,16.9,,"16.6","37.4",,"46",,,,,,,"46","16.6"
"Milner, Hoby",571948,2025,34,293,266,68,47,14,2,5,58,21,19.8,7.2,".256",".380",".312","0.692","0.124",".306","3","4","3.84","212",".405",".298",".303",".170","71.2",22.4,"88.4",28.3,9,36.8,"77.915462692","93.624473333",15.5,43.6,53.8,24.1,"14.2",,"17.4",,"33.4",,,"35.1",,,,"47.5","35.1"
"Ashcraft, Graham",668933,2025,27,284,254,68,48,18,0,2,64,25,22.5,8.8,".268",".362",".333","0.695","0.094",".351","8","5","3.99","195",".337",".309",".290",".094","71",18.5,"84.8",30.3,4.1,32.3,"71.427445106","93.12468016",29.8,50,58.5,12.8,,"45.9",,,,"54.1",,,,,,"54.1","45.9"
"Ashcraft, Braxton",677952,2025,25,292,264,63,43,16,1,3,71,24,24.3,8.2,".239",".341",".306","0.647","0.102",".314","4","4","2.71","195",".350",".286",".289",".115","71.8",20.3,"88",30.8,4.6,38.5,"76.398213021","94.089793979",26.2,50.2,50.8,22.1,"29.7","31.2","3.3","21.1","14.8",,,,,,,"44.5","52.3"
"Kinley, Tyler",641755,2025,34,308,270,53,36,11,0,6,73,33,23.7,10.7,".196",".304",".289","0.593","0.108",".244","6","3","3.96","199",".355",".263",".293",".135","71.3",21.2,"87",34.7,7,29.6,"75.874641313","93.183719543",31.2,49.1,33.7,30.7,"22.9","63.9","0.9","12.3",,,,,,,,"22.9","76.2"
"Romero, JoJo",668941,2025,28,255,217,47,36,9,0,2,55,29,21.6,11.4,".217",".286",".311","0.597","0.069",".276","4","6","2.07","168",".343",".265",".291",".123","71.6",22.1,"87.3",28.6,7.1,35.1,"75.560028293","93.63772638",27,41.5,57.1,18.5,"6","37.9","22.5",,"32.2","0.1",,,"1.3",,,"38.3","39.2"
"Gray, Sonny",543243,2025,35,753,705,185,125,31,4,25,201,38,26.7,5,".262",".424",".302","0.726","0.162",".332","14","8","4.28","508",".417",".314",".306",".167","72.6",29.4,"88.9",34.8,9.8,40.7,"76.982367233","94.518739901",27.5,47.4,45.1,23.2,"21.7","1.6","8.4","18.4","18","12.6",,"19.2",,,,"52.3","39.3"
"Ortiz, Luis",682847,2025,26,382,337,80,55,12,1,12,96,42,25.1,11,".237",".386",".322","0.708","0.149",".294","4","9","4.36","243",".442",".312",".336",".195","72.1",24.7,"91.8",32.9,10.3,47.7,"81.226247","95.788528",28.9,46.5,46.9,24.3,"29.4","25.9","12.9",,"19.5","12.3",,,,,,"61.2","25.9"
"Woo, Bryan",693433,2025,25,731,685,137,85,25,1,26,198,36,27.1,4.9,".200",".353",".243","0.596","0.153",".239","15","7","2.94","493",".374",".259",".274",".159","71.9",26.2,"89.1",32.5,9.1,41.8,"77.567134979","94.556632572",26.2,53.2,41.4,26.8,"47.3","11","7.1",,"25.5",,,"9",,,,"72.8","20"
